year,playerID,name,gamesPlayed,scores,assists,goals,plusMinus,completions,completionPercentage,hockeyAssists,throwaways,stalls,drops,blocks,callahans,pulls,teams,pointsPlayed,oPointsPlayed,dPointsPlayed,minutesPlayed,possessions,oEfficiency,yardsTotal,yardsThrown,yardsReceived,hucksCompleted,huckPercentage
2014,anelson,AJ Nelson,14,5.14,1.64,3.5,4.93,17.36,91.7,1.43,1.07,0.0,0.29,1.14,0.0,0.0,CHI,19.64,14.14,5.5,20.68,26.21,44.96,,,,,
2014,kseiler,Kevin Seiler,12,5.5,3.67,1.83,4.92,24.92,93.15,2.08,1.0,0.0,0.33,0.75,0.0,0.17,MIN,20.25,17.83,2.42,19.05,25.42,51.8,,,,,
2014,melbogen,Mark Elbogen,11,5.73,1.55,4.18,4.91,10.73,86.76,1.45,1.55,0.0,0.09,0.82,0.0,0.09,SJ,21.64,16.73,4.91,20.28,29.0,53.61,,,,,
2014,pgraffy,Peter Graffy,16,2.69,1.56,1.13,4.88,8.19,87.33,0.69,1.06,0.06,0.13,3.38,0.0,16.88,MAD,23.5,2.69,20.81,23.49,23.13,43.78,,,,,
2014,bjagt,Ben Jagt,14,3.93,0.57,3.36,4.86,4.0,88.89,0.57,0.36,0.0,0.5,1.79,0.0,0.0,MIN,20.79,6.0,14.79,20.79,20.07,45.2,,,,,
2014,kplew,Keenan Plew,13,5.92,3.0,2.92,4.85,23.69,92.77,2.38,1.15,0.0,0.31,0.38,0.0,0.0,IND,23.31,20.31,3.0,24.92,33.85,45.45,,,,,
2014,cbailey,Cam Bailey,12,3.42,0.75,2.67,4.58,10.83,87.84,0.83,0.92,0.08,0.0,2.08,0.0,12.0,SEA,22.83,6.25,16.58,24.58,27.0,29.63,,,,,
2014,gcohen,Greg Cohen,7,4.14,1.43,2.71,4.57,6.0,91.3,0.71,0.57,0.0,0.29,1.29,0.0,1.14,SJ,16.29,2.57,13.71,17.47,16.14,53.98,,,,,
2014,zrankin,Zane Rankin,11,5.36,3.09,2.27,4.55,10.73,85.51,0.91,1.45,0.0,0.27,0.91,0.0,3.27,SF,22.91,9.73,13.18,22.5,25.55,39.15,,,,,
2014,mbode,Matt Bode,13,5.15,2.77,2.38,4.46,18.46,91.25,2.54,1.62,0.08,0.15,1.08,0.0,1.0,NY,22.46,17.15,5.31,20.94,28.08,49.59,,,,,
2014,rdrost,Ryan Drost,16,3.06,0.88,2.19,4.38,11.31,94.76,1.19,0.63,0.13,0.0,1.94,0.0,0.0,NY,22.5,4.25,18.25,24.61,22.5,43.33,,,,,
2014,tcarpente,Travis Carpenter,14,4.07,2.57,1.5,4.36,14.14,88.79,1.21,1.21,0.0,0.43,1.93,0.0,10.0,IND,26.71,12.64,14.07,25.64,27.57,40.41,,,,,
2014,dwu,Darren Wu,9,5.11,0.78,4.33,4.33,8.78,88.76,1.33,0.78,0.0,0.67,0.67,0.0,1.11,VAN,23.89,18.33,5.56,18.83,29.89,47.96,,,,,
2014,ameshnick,Andrew Meshnick,16,3.69,1.88,1.81,4.31,8.19,85.62,0.81,1.06,0.0,0.31,2.0,0.0,0.56,MAD,21.56,3.13,18.44,21.71,21.94,43.02,,,,,
2014,mstevens,Matt Stevens,16,4.19,0.38,3.81,4.31,8.81,95.92,0.81,0.38,0.0,0.0,0.5,0.0,0.0,NY,18.5,16.81,1.69,18.11,25.63,47.07,,,,,
2014,eklein,Evan Klein,11,5.45,2.91,2.55,4.27,14.55,81.63,1.64,3.09,0.0,0.36,2.27,0.0,2.09,SEA,25.45,9.55,15.91,26.58,29.36,37.46,,,,,
2014,pjensen,Pat Jensen,8,3.63,0.75,2.88,4.25,14.5,95.87,1.88,0.38,0.13,1.0,2.0,0.0,0.0,MIN,22.25,13.63,8.63,22.7,25.63,47.32,,,,,
2014,dferraro,David Ferraro,11,4.91,1.27,3.64,4.18,16.09,91.24,1.36,1.45,0.0,0.73,1.45,0.0,0.0,ROC,22.27,18.09,4.18,24.68,31.55,36.6,,,,,
2014,bschoenro,Brian Schoenrock,14,2.79,1.36,1.43,4.14,7.93,98.23,1.07,0.14,0.0,0.36,1.86,0.0,0.0,MIN,21.86,5.36,16.5,21.0,19.36,45.76,,,,,
2014,jhelton,Jonathan Helton,15,6.0,3.07,2.93,4.07,19.8,88.66,1.53,2.07,0.0,0.8,0.93,0.0,3.67,CHI,24.0,16.27,7.73,24.95,30.0,45.33,,,,,
2014,ccolicchi,CJ Colicchio,2,1.5,1.0,0.5,4.0,3.0,,0.5,0.5,0.0,0.0,3.0,0.0,0.0,ROC,13.0,5.0,8.0,13.51,16.5,15.15,,,,,
2014,nbhakta,Nikhal Bhakta,1,3.0,0.0,3.0,4.0,4.0,,0.0,0.0,1.0,1.0,2.0,0.0,0.0,MIN,22.0,12.0,10.0,24.68,26.0,57.69,,,,,
2014,tsettles,Tim Settles,7,3.57,1.0,2.57,4.0,10.71,92.59,1.14,0.43,0.0,0.14,1.0,0.0,0.0,CIN,19.0,15.71,3.29,19.96,24.57,41.28,,,,,
2014,mdrost,Mike Drost,16,2.25,0.81,1.44,3.94,7.75,94.66,0.75,0.44,0.0,0.0,2.13,0.0,0.0,NY,20.25,1.44,18.81,22.36,19.69,42.22,,,,,
2014,nsaul,Noah Saul,12,6.5,4.92,1.58,3.92,40.25,89.94,2.5,3.75,0.17,0.17,1.33,0.0,4.67,NY,26.83,18.67,8.17,26.76,33.58,49.63,,,,,
2014,sarmitage,Steve Armitage,13,3.92,0.69,3.23,3.92,5.46,94.67,0.92,0.31,0.0,0.38,0.69,0.0,0.0,TOR,17.38,10.08,7.31,16.99,21.92,52.28,,,,,
2014,jdrescher,Jay Drescher,13,3.31,2.23,1.08,3.85,10.77,85.89,1.23,1.46,0.0,0.08,2.08,0.0,13.77,MIN,22.92,6.23,16.69,21.94,20.69,46.1,,,,,
2014,tbacon,Tyler Bacon,13,4.38,1.77,2.62,3.85,12.92,93.85,1.0,0.85,0.08,0.15,0.46,0.0,0.15,SJ,19.77,11.85,7.92,19.05,24.92,50.93,,,,,
2014,kaha,Kevin Aha,5,4.0,1.0,3.0,3.8,5.2,92.86,1.6,0.4,0.0,0.0,0.2,0.0,0.0,SJ,16.8,11.8,5.0,12.47,21.0,61.9,,,,,
2014,avasilyev,Anatoly Vasilyev,10,4.1,3.0,1.1,3.7,24.1,92.34,2.5,1.8,0.0,0.0,1.4,0.0,0.4,TOR,22.8,5.8,17.0,22.66,25.6,47.66,,,,,
2014,imasekkel,Isaiah Masek-Kelly,13,4.62,2.77,1.85,3.69,17.46,88.33,1.62,1.77,0.0,0.54,1.38,0.0,1.85,TOR,21.85,12.0,9.85,21.99,26.85,50.72,,,,,
2014,dshirley,David Shirley,11,2.91,1.18,1.73,3.64,7.82,94.51,0.91,0.27,0.0,0.09,1.09,0.0,0.0,MIN,19.55,5.55,14.0,18.15,18.55,52.94,,,,,
2014,kbrown,Kevin Brown,5,3.0,1.2,1.8,3.6,6.2,91.18,0.6,0.4,0.0,0.0,1.0,0.0,9.8,MAD,18.6,3.0,15.6,19.57,17.8,48.31,,,,,
2014,bhart,Brian Hart,11,3.36,1.45,1.91,3.45,16.27,92.75,1.55,1.09,0.09,0.27,1.45,0.0,0.27,MAD,18.64,8.73,9.91,20.37,23.45,49.22,,,,,
2014,ekerns,Eli Kerns,11,4.64,2.64,2.0,3.45,14.82,91.06,0.82,1.27,0.27,0.18,0.27,0.0,1.45,SJ,20.55,12.0,8.55,20.85,23.0,47.83,,,,,
2014,mgottlieb,Mads Gottlieb,14,2.14,1.36,0.79,3.43,3.79,84.13,0.21,0.57,0.0,0.0,1.86,0.0,0.36,VAN,19.86,3.14,16.71,15.26,18.93,38.49,,,,,
2014,jsolis,Justin Solis,12,5.0,1.58,3.42,3.42,14.25,87.69,1.33,1.58,0.0,0.5,0.5,0.0,0.0,DC,24.75,22.92,1.83,25.94,32.17,46.11,,,,,
2014,msanchez,Marcelo Sanchez,12,4.0,1.83,2.17,3.42,15.42,93.43,2.83,1.08,0.0,0.25,0.75,0.0,0.0,SJ,23.08,18.67,4.42,22.02,30.58,55.31,,,,,
2014,smeyer,Seth Meyer,10,2.4,0.8,1.6,3.4,3.5,83.33,0.2,0.5,0.0,0.2,1.7,0.1,0.0,MAD,15.8,1.4,14.4,16.5,14.7,40.14,,,,,
2014,ehubbard,Eric Hubbard,13,2.38,0.08,2.31,3.23,5.31,94.52,0.46,0.15,0.0,0.15,1.15,0.0,0.23,DET,22.23,9.08,13.15,22.4,24.46,22.33,,,,,
2014,gpowell,Geoff Powell,9,2.0,0.67,1.33,3.22,9.78,92.63,1.11,0.67,0.0,0.0,1.89,0.0,0.11,TOR,18.56,5.78,12.78,20.54,21.56,41.24,,,,,
2014,kgibson,Kurt Gibson,12,5.0,3.5,1.5,3.17,28.17,90.62,2.25,2.67,0.0,0.25,1.08,0.0,4.42,SJ,25.08,11.42,13.67,25.25,28.42,47.51,,,,,
2014,lrhyne,Logan Rhyne,13,4.31,2.23,2.08,3.15,11.62,89.35,1.69,1.31,0.0,0.31,0.46,0.0,2.62,DC,22.08,16.92,5.15,22.81,26.77,49.43,,,,,
2014,pshriwise,Pat Shriwise,13,3.85,1.85,2.0,3.15,16.0,92.86,1.0,1.0,0.15,0.38,0.69,0.0,0.0,MAD,16.69,12.62,4.08,19.37,24.08,46.96,,,,,
2014,tlavis,Tim Lavis,13,4.54,2.85,1.69,3.15,16.46,87.7,1.15,1.54,0.0,0.46,0.62,0.0,0.15,VAN,24.85,17.92,6.92,21.7,31.69,44.17,,,,,
2014,bivers,Ben Ivers,14,2.21,0.5,1.71,3.14,4.57,94.12,0.79,0.29,0.0,0.29,1.5,0.0,0.0,NY,18.79,1.43,17.36,22.17,20.57,42.01,,,,,
2014,schang,Steven Chang,8,3.75,1.25,2.5,3.13,15.75,92.65,1.38,0.63,0.0,0.25,0.25,0.0,0.0,SJ,22.13,15.5,6.63,17.69,27.25,54.59,,,,,
2014,jhemmesch,Josh Hemmesch,10,3.1,1.5,1.6,3.1,13.0,92.2,0.9,0.6,0.0,0.3,0.9,0.0,0.0,MIN,17.2,9.0,8.2,17.53,18.6,44.09,,,,,
2014,jcoleman,Jake Coleman,11,2.64,0.27,2.36,3.09,3.0,82.5,0.18,0.55,0.09,0.45,1.45,0.0,0.09,SF,19.09,7.45,11.64,19.28,22.18,38.52,,,,,
2014,rnam,Ryan Nam,11,3.64,1.91,1.73,3.09,19.73,92.74,1.0,1.27,0.09,0.18,0.91,0.09,0.36,DC,21.73,10.27,11.45,20.62,22.45,41.7,,,,,
2014,dschleich,David Schleicher,12,4.33,1.17,3.17,3.08,11.67,93.33,0.58,0.75,0.0,0.67,0.17,0.0,0.0,MAD,14.0,12.0,2.0,16.49,21.08,49.41,,,,,
2014,kwells,Ken Wells,13,4.46,1.08,3.38,3.08,8.31,84.38,0.77,1.23,0.0,0.46,0.31,0.0,0.0,PHI,20.08,17.15,2.92,21.0,26.62,37.86,,,,,
2014,srichgels,Scott Richgels,13,3.69,2.0,1.69,3.08,11.31,89.63,1.23,1.08,0.08,0.15,0.62,0.08,0.08,MAD,17.69,13.85,3.85,20.02,25.31,47.11,,,,,
2014,jcari,Joey Cari,15,4.67,1.93,2.73,3.07,24.73,93.22,2.13,1.47,0.0,0.6,0.47,0.0,0.0,IND,22.53,19.93,2.6,23.76,32.4,45.27,,,,,
2014,jallen,Justin Allen,12,3.58,2.58,1.0,3.0,13.25,85.48,1.67,2.08,0.0,0.33,1.83,0.0,13.67,NY,24.42,3.83,20.58,26.75,24.33,39.73,,,,,
2014,jkolb,John Kolb,11,2.45,1.55,0.91,3.0,10.45,93.5,1.09,0.55,0.0,0.0,1.09,0.0,5.36,CHI,17.09,7.0,10.09,17.06,18.55,48.04,,,,,
2014,rsegal,Ryan Segal,2,2.0,0.5,1.5,3.0,4.5,,0.0,0.0,0.0,0.5,1.5,0.0,0.0,SLC,11.5,11.5,0.0,12.33,20.0,22.5,,,,,
2014,tbrooks,Taylor Brooks,14,3.64,2.0,1.64,3.0,10.36,91.77,0.71,0.93,0.0,0.07,0.36,0.0,0.0,NY,18.29,15.71,2.57,18.15,25.43,46.91,,,,,
2014,tmcknight,Thomson McKnight,16,3.56,2.63,0.94,3.0,35.19,94.94,3.19,1.25,0.0,0.0,0.69,0.0,0.81,TOR,20.44,13.81,6.63,20.56,25.5,52.45,,,,,
2014,jlindquis,Jeff Lindquist,14,4.5,3.36,1.14,2.93,18.29,88.28,2.0,2.07,0.0,0.14,0.64,0.0,4.21,TOR,22.86,7.93,14.93,22.51,24.71,50.0,,,,,
2014,kloiseau,Karl Loiseau,10,3.2,1.8,1.4,2.9,13.9,95.21,1.8,0.7,0.0,0.1,0.5,0.0,0.0,TOR,18.3,7.1,11.2,17.89,20.1,53.73,,,,,
2014,bscott,Brad Scott,9,1.89,0.78,1.11,2.89,3.44,88.57,0.33,0.44,0.0,0.0,1.44,0.0,0.0,DC,17.78,2.22,15.56,13.14,13.11,50.0,,,,,
2014,jyun,Jason Yun,9,3.56,1.22,2.33,2.89,5.67,91.07,0.78,0.56,0.0,0.33,0.22,0.0,0.0,SF,14.44,7.89,6.56,13.64,20.22,46.15,,,,,
2014,cmathieu,Christian Mathieu,8,3.13,1.63,1.5,2.88,12.25,93.33,0.75,0.75,0.0,0.13,0.63,0.0,1.25,MTL,17.25,8.5,8.75,17.11,19.5,46.79,,,,,
2014,ajoye,Ashlin Joye,12,5.5,4.67,0.83,2.83,41.58,92.07,2.67,3.33,0.25,0.33,1.0,0.0,1.33,SJ,27.5,19.58,7.92,26.7,33.83,55.67,,,,,
2014,nbotti,Nate Botti,11,6.0,4.27,1.73,2.82,17.0,82.02,0.45,3.36,0.0,0.45,0.64,0.0,0.09,CIN,24.18,19.82,4.36,26.24,32.36,33.99,,,,,
2014,rgross,Rick Gross,15,1.73,0.13,1.6,2.8,3.33,90.91,0.13,0.27,0.0,0.33,1.67,0.0,0.07,IND,16.0,2.13,13.87,15.74,14.33,31.63,,,,,
2014,dvalentin,David Valentine-Elam,9,4.11,2.78,1.33,2.78,12.78,89.84,1.44,1.33,0.0,0.44,0.44,0.0,0.11,IND,21.44,18.44,3.0,21.85,30.22,48.9,,,,,
2014,ehunter,Erik Hunter,12,2.75,1.25,1.5,2.75,7.67,82.88,0.58,1.33,0.17,0.08,1.42,0.0,12.92,VAN,22.75,5.17,17.58,19.54,21.0,40.87,,,,,
2014,fhotte,Francois-Xavier Hotte,4,3.75,0.75,3.0,2.75,8.75,85.37,1.25,1.0,0.0,0.25,0.25,0.0,0.0,MTL,17.75,14.0,3.75,15.39,19.0,51.32,,,,,
2014,pkaufmann,Patrick Kaufmann,4,2.25,0.25,2.0,2.75,2.5,,0.25,0.0,0.0,1.0,1.5,0.0,0.25,CIN,18.5,3.0,15.5,18.09,15.25,39.34,,,,,
2014,wnelson,Walden Nelson,11,2.09,0.55,1.55,2.73,12.64,99.29,1.0,0.09,0.0,0.0,0.73,0.0,0.09,CHI,18.0,9.55,8.45,22.8,25.0,39.27,,,,,
2014,mjones1,Monte Jones,10,2.5,0.1,2.4,2.7,5.7,89.06,0.6,0.4,0.0,0.2,0.8,0.0,0.0,DET,18.2,15.6,2.6,18.69,27.0,27.41,,,,,
2014,kcocks,Kevin Cocks,12,2.5,1.17,1.33,2.67,6.0,92.31,0.75,0.42,0.0,0.0,0.58,0.0,0.0,SJ,19.25,3.5,15.75,17.27,16.33,50.0,,,,,
2014,ljacobs,Levi Jacobs,3,1.67,0.33,1.33,2.67,2.33,,1.0,0.67,0.0,0.0,1.67,0.0,0.0,IND,13.33,0.33,13.0,12.06,9.67,48.28,,,,,
2014,nthibedea,Nate Thibedeau,12,2.83,0.92,1.92,2.67,9.08,91.6,1.08,0.75,0.0,0.08,0.67,0.0,0.0,MAD,12.5,10.5,2.0,14.78,19.17,46.96,,,,,
2014,ycabot,Yoland Cabot,14,3.29,1.64,1.64,2.64,11.64,87.63,0.64,1.29,0.0,0.14,0.79,0.0,3.36,MTL,19.43,11.93,7.5,19.72,23.14,41.05,,,,,
2014,abarnhart,Andy Barnhart,13,2.38,1.38,1.0,2.62,13.46,87.06,0.62,1.69,0.0,0.23,2.15,0.0,3.54,DET,23.38,14.31,9.08,24.27,29.46,27.94,,,,,
2014,kkelly1,Kevin Kelly,13,3.54,1.77,1.77,2.62,10.62,85.19,1.23,1.54,0.0,0.46,1.08,0.0,2.0,CHI,19.85,8.08,11.77,21.93,22.62,42.18,,,,,
2014,ttsang,Tim Tsang,13,4.23,1.77,2.46,2.62,18.46,87.27,1.85,2.31,0.08,0.31,1.0,0.0,2.15,MTL,19.31,12.69,6.62,19.95,24.38,40.38,,,,,
2014,ztravis,Zack Travis,14,2.5,0.79,1.71,2.57,8.0,88.89,0.57,0.71,0.0,0.21,1.0,0.07,0.0,SF,20.5,9.07,11.43,20.8,24.0,41.37,,,,,
2014,adelreal,Aaron Del Real,9,4.22,2.0,2.22,2.56,11.44,85.83,0.89,1.33,0.0,0.78,0.44,0.0,0.33,DET,23.67,19.89,3.78,23.27,31.0,28.67,,,,,
2014,dwhitehea,Davis Whitehead,9,1.56,0.44,1.11,2.56,6.78,93.85,1.22,0.33,0.0,0.0,1.33,0.0,0.0,MAD,15.78,1.44,14.33,15.45,16.0,50.69,,,,,
2014,rojo,Remi Ojo,9,1.56,0.44,1.11,2.56,2.56,95.83,0.11,0.11,0.0,0.0,1.11,0.0,0.0,TOR,12.44,0.67,11.78,11.53,11.11,46.0,,,,,
2014,bfeng,Ben Feng,11,1.91,0.82,1.09,2.55,6.18,91.89,0.73,0.55,0.0,0.0,1.18,0.0,0.36,DC,22.18,2.45,19.73,18.8,15.64,44.19,,,,,
2014,bmatis,Brandon Matis,8,2.0,0.5,1.5,2.5,3.25,92.86,0.25,0.25,0.0,0.25,1.0,0.0,0.75,MIN,19.38,4.0,15.38,15.56,14.63,54.7,,,,,
2014,ghughesst,George Hughes-Strange,4,2.75,1.0,1.75,2.5,11.25,84.91,1.0,2.0,0.0,0.5,2.25,0.0,0.75,CHI,18.75,5.5,13.25,21.53,24.75,40.4,,,,,
2014,kbaumann,Kevin Baumann,8,4.13,1.88,2.25,2.5,11.13,89.9,1.25,1.0,0.0,1.0,0.38,0.0,0.0,CIN,19.38,17.13,2.25,19.0,25.13,40.8,,,,,
2014,lshramko,Liam Shramko,14,2.64,0.86,1.79,2.5,9.71,91.89,0.57,0.64,0.0,0.29,0.79,0.0,0.0,DC,19.93,14.64,5.29,20.29,24.64,45.22,,,,,
2014,ccantone,Chuck Cantone,13,2.54,0.46,2.08,2.46,4.69,92.42,0.54,0.38,0.0,0.15,0.46,0.0,0.0,MTL,14.15,7.0,7.15,13.26,14.08,45.36,,,,,
2014,mkiyoi,Michael Kiyoi,13,2.54,1.08,1.46,2.46,7.38,91.43,1.15,0.69,0.0,0.15,0.77,0.0,0.0,SJ,16.69,2.23,14.46,15.79,14.0,52.2,,,,,
2014,rsun,Ryan Sun,11,2.91,0.36,2.55,2.45,3.09,85.0,0.27,0.45,0.09,0.27,0.27,0.0,0.0,VAN,14.64,12.27,2.36,11.93,19.64,48.15,,,,,
2014,tgilligan,Tim Gilligan,9,3.67,1.67,2.0,2.44,13.78,89.21,1.44,1.67,0.0,0.11,0.56,0.0,10.33,SJ,22.89,8.22,14.67,22.2,23.89,49.77,,,,,
2014,glandon,Graham Landon,14,2.57,1.21,1.36,2.43,9.29,88.44,1.0,1.14,0.0,0.29,1.29,0.0,3.79,VAN,18.64,4.0,14.64,15.62,18.5,40.54,,,,,
2014,ibryant,Isaiah Bryant,14,2.07,1.36,0.71,2.43,18.57,92.2,1.0,1.43,0.07,0.0,1.79,0.0,1.14,NY,19.43,2.79,16.64,24.12,20.57,37.5,,,,,
2014,schattert,Sam Chatterton-Kirchmeier,7,2.57,1.57,1.0,2.43,12.29,91.49,0.57,0.71,0.0,0.0,0.57,0.0,0.29,SF,14.57,7.0,7.57,14.43,18.57,40.77,,,,,
2014,bfein,Brandon Fein,12,3.08,0.5,2.58,2.42,5.0,84.51,0.42,0.83,0.0,0.5,0.67,0.0,0.0,SF,19.5,8.92,10.58,20.22,24.0,36.11,,,,,
2014,gzukowski,Grant Zukowski,12,2.67,1.42,1.25,2.42,11.08,84.71,0.92,1.25,0.0,0.33,1.33,0.0,1.17,SEA,19.67,9.42,10.25,20.83,24.33,35.62,,,,,
2014,jsilverma,Jeffrey Silverman,12,1.42,0.58,0.83,2.42,4.58,94.83,0.67,0.08,0.0,0.08,1.17,0.0,0.0,SJ,17.83,1.0,16.83,16.3,13.08,45.22,,,,,
2014,mnatali,Matthew Natali,12,2.25,1.0,1.25,2.42,4.67,91.8,0.5,0.42,0.0,0.0,0.58,0.0,0.08,SJ,17.92,1.58,16.33,15.83,15.08,51.38,,,,,
2014,ckocher,Chris Kocher,5,3.0,1.4,1.6,2.4,10.2,86.44,1.0,1.4,0.0,0.0,0.8,0.0,0.8,DC,22.0,2.2,19.8,18.02,15.8,44.3,,,,,
2014,ejohnson1,Eric EJ Johnson,5,3.2,3.0,0.2,2.4,29.2,94.81,1.8,1.0,0.0,0.2,0.4,0.0,3.4,MIN,23.4,10.2,13.2,22.94,22.0,37.27,,,,,
2014,mfedorenk,Mark Fedorenko,5,1.8,0.6,1.2,2.4,4.6,92.0,0.4,0.4,0.0,0.2,1.2,0.0,5.8,CIN,15.8,0.8,15.0,14.95,12.2,36.07,,,,,
2014,mswain,Mike Swain,15,1.6,0.73,0.87,2.4,5.6,90.32,0.67,0.4,0.0,0.0,1.2,0.07,0.07,MAD,15.0,4.07,10.93,13.97,15.67,47.23,,,,,
2014,pbaylis,Patrick Baylis,10,3.0,1.9,1.1,2.4,17.8,89.9,0.9,1.8,0.0,0.0,1.2,0.0,1.1,SF,22.7,10.7,12.0,22.31,25.9,45.56,,,,,
2014,jquandt,John Quandt,13,3.46,1.23,2.23,2.38,10.46,88.89,0.85,1.31,0.0,0.54,0.77,0.0,0.08,SEA,18.23,16.15,2.08,19.06,27.08,36.36,,,,,
2014,jchampagn,Jean-Levy Champagne,14,3.07,1.36,1.71,2.36,11.5,90.45,0.64,0.86,0.0,0.36,0.5,0.0,0.14,MTL,19.5,11.5,8.0,18.16,21.93,43.32,,,,,
2014,kpettitsc,Kevin Pettit-Scantling,11,1.73,0.36,1.36,2.36,2.91,100.0,0.27,0.0,0.0,0.09,0.73,0.0,0.09,MAD,14.45,1.91,12.55,12.79,14.45,47.8,,,,,
2014,anord,Alex Nord,3,2.0,1.33,0.67,2.33,12.0,94.74,1.67,0.33,0.0,0.67,1.33,0.0,1.33,SF,16.0,7.0,9.0,18.84,22.67,38.24,,,,,
2014,egreenwoo,Eric Greenwood,10,3.7,1.5,2.2,2.3,8.9,83.18,1.2,1.4,0.0,0.4,0.4,0.0,0.3,SF,16.9,7.8,9.1,16.86,23.4,37.18,,,,,
2014,dwiseman,Dave Wiseman,15,3.4,1.33,2.07,2.27,7.8,80.69,0.53,1.53,0.0,0.27,0.67,0.0,3.93,MAD,16.07,8.67,7.4,17.34,20.93,42.99,,,,,
2014,jfiala,James Fiala,12,2.17,0.33,1.83,2.25,11.25,93.1,0.83,0.75,0.08,0.25,1.08,0.0,0.0,SLC,22.58,15.5,7.08,19.37,28.42,25.22,,,,,
2014,mpisansky,Marc Pisansky,8,2.75,1.25,1.5,2.25,9.38,90.36,0.5,1.0,0.0,0.38,0.88,0.0,1.5,MIN,14.63,6.88,7.75,12.45,14.75,47.46,,,,,
2014,sredding,Schuyler Redding,12,2.58,1.42,1.17,2.25,7.67,82.88,0.5,1.33,0.0,0.08,1.08,0.0,0.08,PHI,15.83,7.75,8.08,16.77,17.83,35.05,,,,,
2014,cgeppert,Cullen Geppert,9,3.0,2.11,0.89,2.22,13.44,87.05,0.89,1.56,0.0,0.22,1.0,0.0,0.0,CHI,18.11,11.89,6.22,19.21,25.22,44.93,,,,,
2014,mrick,Maxwell Rick,9,5.0,1.11,3.89,2.22,21.89,83.83,2.11,3.33,0.0,0.33,0.89,0.0,1.78,ROC,28.44,23.56,4.89,28.79,39.11,33.52,,,,,
2014,smott,Sean Mott,9,2.89,1.56,1.33,2.22,31.67,95.0,1.33,1.33,0.0,0.56,1.22,0.0,0.33,PHI,19.89,13.11,6.78,21.29,26.0,37.61,,,,,
2014,acava,Andy Cava,15,4.47,3.6,0.87,2.2,45.73,93.59,1.8,2.33,0.0,0.27,0.33,0.0,0.07,IND,23.6,20.93,2.67,25.3,34.07,44.03,,,,,
2014,gslover,Greg Slover,10,3.1,1.4,1.7,2.2,10.3,86.55,1.1,1.2,0.0,0.3,0.6,0.0,0.1,CHI,17.0,12.2,4.8,19.89,25.0,43.6,,,,,
2014,mmuhlenka,Matt Muhlenkamp,10,3.1,1.1,2.0,2.2,6.8,86.08,1.1,1.0,0.0,0.3,0.4,0.0,0.0,CIN,14.8,10.0,4.8,15.61,18.1,37.02,,,,,
2014,tryan,Tim Ryan,5,2.8,0.8,2.0,2.2,11.8,93.65,1.8,0.8,0.0,0.2,0.4,0.0,0.0,DC,16.6,13.4,3.2,18.11,22.4,49.11,,,,,
2014,gharrison,Gord Harrison,14,2.14,1.29,0.86,2.14,14.5,92.69,0.71,1.07,0.0,0.0,1.07,0.0,11.43,TOR,17.71,4.07,13.64,18.28,18.71,48.85,,,,,
2014,kgarner,Keith Garner,7,1.86,1.43,0.43,2.14,8.0,91.8,0.86,0.57,0.0,0.0,0.86,0.0,0.71,MAD,15.0,2.0,13.0,14.61,14.86,49.04,,,,,
2014,jhau,Jacky Hau,9,1.22,0.22,1.0,2.11,3.78,97.14,0.33,0.11,0.0,0.22,1.22,0.0,0.0,TOR,13.22,1.33,11.89,12.46,12.0,50.0,,,,,
2014,bmatzuka,Brett Matzuka,10,4.6,3.7,0.9,2.1,46.0,91.27,3.4,3.6,0.1,0.1,1.2,0.0,5.6,DC,31.8,12.1,19.7,29.09,29.7,45.45,,,,,
2014,gmarliave,Greg Marliave,12,2.42,0.92,1.5,2.08,5.67,86.08,0.67,0.83,0.08,0.08,0.58,0.0,1.08,SF,18.17,7.17,11.0,18.57,21.5,35.27,,,,,
2014,pthivierg,Philippe Thivierge,13,1.38,0.38,1.0,2.08,5.62,90.12,0.54,0.46,0.0,0.08,1.23,0.0,2.62,MTL,14.15,2.77,11.38,13.89,13.0,45.56,,,,,
2014,ajacoski,AJ Jacoski,14,2.07,0.57,1.5,2.07,5.14,87.8,0.5,0.57,0.07,0.14,0.71,0.0,2.36,DC,17.64,3.14,14.5,14.71,14.21,41.71,,,,,
2014,agenest,Antoine Genest,11,2.82,1.55,1.27,2.0,7.27,85.11,0.45,1.18,0.09,0.36,0.73,0.0,4.09,MTL,19.64,6.55,13.09,21.18,20.55,36.73,,,,,
2014,bbaker,Brian Baker,9,2.22,0.56,1.67,2.0,4.56,83.67,0.44,0.89,0.0,0.44,1.11,0.0,0.33,VAN,15.78,3.33,12.44,14.48,16.56,39.6,,,,,
2014,bmagerr,Brian Magerr,13,3.0,1.46,1.54,2.0,14.69,90.95,1.15,1.31,0.0,0.23,0.54,0.0,0.0,PHI,19.0,15.23,3.77,20.51,24.69,36.76,,,,,
2014,bsmith,Brodie Smith,2,2.0,2.0,0.0,2.0,13.5,96.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,CHI,9.0,7.5,1.5,9.69,10.0,50.0,,,,,
2014,celworth,Chris Elworth,5,1.2,0.6,0.6,2.0,3.8,,0.4,0.0,0.0,0.2,1.0,0.0,0.2,IND,15.4,2.0,13.4,12.5,11.8,33.9,,,,,
2014,chaley,Connor Haley,1,1.0,1.0,0.0,2.0,6.0,,1.0,0.0,0.0,1.0,2.0,0.0,0.0,CIN,23.0,2.0,21.0,16.73,13.0,,,,,,
